14.46
14.61
14.7
14.82
14.94
14.97
14.96
15.16
15.24
14.88
14.75
14.95
14.94
14.67
14.69
14.96
15.2
15.25
15.05
15.01
15.09
15.04
14.97
14.97
15.07
15.05
14.94
14.87
14.93
14.79
14.6
14.55
14.72
14.67
14.49
14.45
14.39
14.31
14.41
14.56
14.63
14.51
14.56
14.43
14.41
14.42
14.49
14.5
14.32
14.36
